tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2477,7/31/2016 23:52:40,8/1/2016 00:33:58,434,9 Ave & W 18 St,40.74317449,-74.00366443,3166,Riverside Dr & W 72 St,40.7805779901033,-73.9856243133545,21628,Customer,,0
548,7/31/2016 23:53:16,8/1/2016 00:02:24,461,E 20 St & 2 Ave,40.73587678,-73.98205027,334,W 20 St & 7 Ave,40.74238787,-73.99726235,25595,Subscriber,1991,1
379,7/31/2016 23:53:18,7/31/2016 23:59:37,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,25500,Subscriber,1984,1
296,7/31/2016 23:53:27,7/31/2016 23:58:24,532,S 5 Pl & S 4 St,40.710451,-73.960876,3077,Stagg St & Union Ave,40.70877084,-73.95095259,25342,Subscriber,1987,1
522,7/31/2016 23:53:28,8/1/2016 00:02:11,453,W 22 St & 8 Ave,40.74475148,-73.99915362,540,Lexington Ave & E 29 St,40.7431155537649,-73.9821535348892,26143,Subscriber,1959,1
322,7/31/2016 23:53:35,7/31/2016 23:58:57,473,Rivington St & Chrystie St,40.72110063,-73.9919254,150,E 2 St & Avenue C,40.7208736,-73.98085795,22153,Subscriber,1988,1
2406,7/31/2016 23:53:43,8/1/2016 00:33:49,434,9 Ave & W 18 St,40.74317449,-74.00366443,3166,Riverside Dr & W 72 St,40.7805779901033,-73.9856243133545,15145,Customer,,0
2376,7/31/2016 23:54:03,8/1/2016 00:33:40,434,9 Ave & W 18 St,40.74317449,-74.00366443,3166,Riverside Dr & W 72 St,40.7805779901033,-73.9856243133545,19363,Customer,,0
1210,7/31/2016 23:54:07,8/1/2016 00:14:17,478,11 Ave & W 41 St,40.76030096,-73.99884222,507,E 25 St & 2 Ave,40.73912601,-73.97973776,16051,Subscriber,1986,1
548,7/31/2016 23:54:19,8/1/2016 00:03:27,3078,Broadway & Roebling St,40.70925562,-73.95982218,3088,Union Ave & Jackson St,40.7160751,-73.952029,19798,Subscriber,1984,1
624,7/31/2016 23:54:29,8/1/2016 00:04:54,477,W 41 St & 8 Ave,40.75640548,-73.9900262,490,8 Ave & W 33 St,40.751551,-73.993934,22197,Customer,,0
477,7/31/2016 23:54:38,8/1/2016 00:02:36,348,W Broadway & Spring St,40.72490985,-74.00154702,312,Allen St & Stanton St,40.722055,-73.989111,23593,Customer,,0
281,7/31/2016 23:54:46,7/31/2016 23:59:27,459,W 20 St & 11 Ave,40.746745,-74.007756,116,W 17 St & 8 Ave,40.74177603,-74.00149746,19040,Subscriber,1981,1
223,7/31/2016 23:55:12,7/31/2016 23:58:56,285,Broadway & E 14 St,40.73454567,-73.99074142,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,23310,Subscriber,1962,1
269,7/31/2016 23:55:26,7/31/2016 23:59:56,504,1 Ave & E 16 St,40.73221853,-73.98165557,445,E 10 St & Avenue A,40.72740794,-73.98142006,16346,Subscriber,1990,1
433,7/31/2016 23:55:40,8/1/2016 00:02:54,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,22427,Subscriber,1987,1
326,7/31/2016 23:55:47,8/1/2016 00:01:14,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,237,E 11 St & 2 Ave,40.73047309,-73.98672378,23792,Subscriber,1992,1
105,7/31/2016 23:55:59,7/31/2016 23:57:45,3167,Amsterdam Ave & W 73 St,40.7796680900731,-73.9809304475784,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,25112,Subscriber,1985,1
321,7/31/2016 23:56:02,8/1/2016 00:01:23,285,Broadway & E 14 St,40.73454567,-73.99074142,432,E 7 St & Avenue A,40.72621788,-73.98379855,19773,Subscriber,1986,1
163,7/31/2016 23:56:09,7/31/2016 23:58:53,3263,Cooper Square & E 7 St,40.7292364991001,-73.9908680319786,280,E 10 St & 5 Ave,40.73331967,-73.99510132,19175,Subscriber,1987,2
283,7/31/2016 23:56:16,8/1/2016 00:00:59,545,E 23 St & 1 Ave,40.736502,-73.97809472,325,E 19 St & 3 Ave,40.73624527,-73.98473765,22459,Subscriber,1954,2
407,7/31/2016 23:56:25,8/1/2016 00:03:12,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3112,Milton St & Franklin St,40.72906,-73.95779,15638,Subscriber,1991,1
832,7/31/2016 23:56:53,8/1/2016 00:10:45,238,Bank St & Washington St,40.7361967,-74.00859207,527,E 33 St & 2 Ave,40.744023,-73.976056,23925,Subscriber,1992,1
544,7/31/2016 23:57:01,8/1/2016 00:06:05,239,Willoughby St & Fleet St,40.69196566,-73.9813018,239,Willoughby St & Fleet St,40.69196566,-73.9813018,25363,Subscriber,1983,1
423,7/31/2016 23:57:52,8/1/2016 00:04:55,494,W 26 St & 8 Ave,40.74734825,-73.99723551,505,6 Ave & W 33 St,40.74901271,-73.98848395,22200,Subscriber,1977,2
340,7/31/2016 23:57:58,8/1/2016 00:03:38,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,23044,Subscriber,1974,0
1306,7/31/2016 23:58:02,8/1/2016 00:19:49,470,W 20 St & 8 Ave,40.74345335,-74.00004031,453,W 22 St & 8 Ave,40.74475148,-73.99915362,25758,Subscriber,1964,1
494,7/31/2016 23:58:25,8/1/2016 00:06:39,468,Broadway & W 55 St,40.7652654,-73.98192338,514,12 Ave & W 40 St,40.76087502,-74.00277668,19931,Subscriber,1973,2
372,7/31/2016 23:58:27,8/1/2016 00:04:40,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,243,Fulton St & Rockwell Pl,40.688226,-73.979382,15211,Subscriber,1988,1
593,7/31/2016 23:59:07,8/1/2016 00:09:01,349,Rivington St & Ridge St,40.71850211,-73.98329859,545,E 23 St & 1 Ave,40.736502,-73.97809472,25647,Subscriber,1991,1
1056,7/31/2016 23:59:13,8/1/2016 00:16:49,487,E 20 St & FDR Drive,40.73314259,-73.97573881,225,W 14 St & The High Line,40.74195138,-74.00803013,24362,Subscriber,1992,1
845,7/31/2016 23:59:14,8/1/2016 00:13:20,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,116,W 17 St & 8 Ave,40.74177603,-74.00149746,22503,Subscriber,1988,2
428,7/31/2016 23:59:53,8/1/2016 00:07:01,387,Centre St & Chambers St,40.71273266,-74.0046073,2008,Little West St & 1 Pl,40.70569254,-74.01677685,26015,Subscriber,1982,1
330,7/31/2016 23:59:59,8/1/2016 00:05:29,507,E 25 St & 2 Ave,40.73912601,-73.97973776,433,E 13 St & Avenue A,40.72955361,-73.98057249,24263,Subscriber,1995,1
609,8/31/2016 23:58:04,9/1/2016 00:08:14,505,6 Ave & W 33 St,40.74901271,-73.98848395,174,E 25 St & 1 Ave,40.7381765,-73.97738662,18347,Subscriber,1991,2
94,8/31/2016 23:58:07,8/31/2016 23:59:41,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3237,21 St & 41 Ave,40.7538334343762,-73.942676782608,25674,Subscriber,1982,1
290,8/31/2016 23:58:09,9/1/2016 00:02:59,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3290,E 89 St & York Ave,40.7779453,-73.946041,18842,Subscriber,1977,2
1072,8/31/2016 23:58:12,9/1/2016 00:16:05,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,16946,Subscriber,1968,2
396,8/31/2016 23:58:16,9/1/2016 00:04:52,441,E 52 St & 2 Ave,40.756014,-73.967416,527,E 33 St & 2 Ave,40.744023,-73.976056,16208,Subscriber,1993,1
890,8/31/2016 23:58:28,9/1/2016 00:13:18,128,MacDougal St & Prince St,40.72710258,-74.00297088,312,Allen St & Stanton St,40.722055,-73.989111,18758,Subscriber,1987,2
198,8/31/2016 23:58:29,9/1/2016 00:01:47,530,11 Ave & W 59 St,40.771522,-73.990541,3176,W 64 St & West End Ave,40.77452835,-73.98753759,25613,Subscriber,1982,1
134,8/31/2016 23:58:46,9/1/2016 00:01:01,448,W 37 St & 10 Ave,40.75660359,-73.9979009,525,W 34 St & 11 Ave,40.75594159,-74.0021163,17693,Subscriber,1969,1
675,8/31/2016 23:58:53,9/1/2016 00:10:08,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,307,Canal St & Rutgers St,40.71427487,-73.98990025,16469,Subscriber,1993,1
543,8/31/2016 23:58:58,9/1/2016 00:08:01,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,477,W 41 St & 8 Ave,40.75640548,-73.9900262,22299,Subscriber,1970,1
403,8/31/2016 23:59:03,9/1/2016 00:05:47,450,W 49 St & 8 Ave,40.76227205,-73.98788205,3158,W 63 St & Broadway,40.77163851,-73.98261428,20922,Subscriber,1980,1
878,8/31/2016 23:59:12,9/1/2016 00:13:51,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,360,William St & Pine St,40.70717936,-74.00887308,18816,Subscriber,1984,1
681,8/31/2016 23:59:13,9/1/2016 00:10:34,348,W Broadway & Spring St,40.72490985,-74.00154702,150,E 2 St & Avenue C,40.7208736,-73.98085795,18766,Subscriber,1991,1
2683,8/31/2016 23:59:33,9/1/2016 00:44:16,3161,W 76 St & Columbus Ave,40.7801839724239,-73.9772853255272,316,Fulton St & William St,40.70955958,-74.00653609,21085,Subscriber,1989,1
746,8/31/2016 23:59:39,9/1/2016 00:12:06,432,E 7 St & Avenue A,40.72621788,-73.98379855,127,Barrow St & Hudson St,40.73172428,-74.00674436,25927,Subscriber,1968,1
321,8/31/2016 23:59:40,9/1/2016 00:05:02,3397,Court St & Nelson St,40.6763947,-73.99869893,3303,Butler St & Court St,40.6849894,-73.99440329,26440,Subscriber,1976,1
1146,8/31/2016 23:59:46,9/1/2016 00:18:52,499,Broadway & W 60 St,40.76915505,-73.98191841,3290,E 89 St & York Ave,40.7779453,-73.946041,25275,Subscriber,1979,1
517,8/31/2016 23:59:48,9/1/2016 00:08:26,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,546,E 30 St & Park Ave S,40.74444921,-73.98303529,16019,Subscriber,1944,1
1376,8/31/2016 23:59:47,9/1/2016 00:22:44,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,467,Dean St & 4 Ave,40.68312489,-73.97895137,19526,Subscriber,1989,1
821,8/29/2016 06:22:39,8/29/2016 06:36:21,457,Broadway & W 58 St,40.76695317,-73.98169333,440,E 45 St & 3 Ave,40.75255434,-73.97282625,19525,Subscriber,1966,2
357,8/29/2016 07:03:27,8/29/2016 07:09:25,457,Broadway & W 58 St,40.76695317,-73.98169333,456,E 53 St & Madison Ave,40.7597108,-73.97402311,26105,Subscriber,1980,1
376,8/29/2016 07:05:53,8/29/2016 07:12:10,457,Broadway & W 58 St,40.76695317,-73.98169333,3233,E 48 St & 5 Ave,40.7572456791173,-73.978059142828,26140,Subscriber,1985,1
557,8/29/2016 07:26:29,8/29/2016 07:35:47,457,Broadway & W 58 St,40.76695317,-73.98169333,362,Broadway & W 37 St,40.75172632,-73.98753523,24066,Subscriber,1978,1
292,8/29/2016 07:28:49,8/29/2016 07:33:41,457,Broadway & W 58 St,40.76695317,-73.98169333,480,W 53 St & 10 Ave,40.76669671,-73.99061728,15412,Subscriber,1989,2
203,8/29/2016 07:34:07,8/29/2016 07:37:30,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,22357,Subscriber,1979,1
628,8/29/2016 07:34:38,8/29/2016 07:45:06,457,Broadway & W 58 St,40.76695317,-73.98169333,3233,E 48 St & 5 Ave,40.7572456791173,-73.978059142828,17279,Subscriber,1971,2
706,8/29/2016 07:35:50,8/29/2016 07:47:36,457,Broadway & W 58 St,40.76695317,-73.98169333,505,6 Ave & W 33 St,40.74901271,-73.98848395,23916,Subscriber,1979,1
2200,8/29/2016 07:38:32,8/29/2016 08:15:12,457,Broadway & W 58 St,40.76695317,-73.98169333,534,Water - Whitehall Plaza,40.70255065,-74.0127234,18250,Subscriber,1975,2
462,8/29/2016 08:00:21,8/29/2016 08:08:04,457,Broadway & W 58 St,40.76695317,-73.98169333,484,W 44 St & 5 Ave,40.75500254,-73.98014437,25668,Subscriber,1983,1
1679,8/29/2016 08:05:20,8/29/2016 08:33:20,457,Broadway & W 58 St,40.76695317,-73.98169333,195,Liberty St & Broadway,40.70905623,-74.01043382,25228,Subscriber,1988,1
325,8/29/2016 08:07:17,8/29/2016 08:12:43,457,Broadway & W 58 St,40.76695317,-73.98169333,450,W 49 St & 8 Ave,40.76227205,-73.98788205,23170,Subscriber,1970,1
325,8/29/2016 08:08:06,8/29/2016 08:13:31,457,Broadway & W 58 St,40.76695317,-73.98169333,305,E 58 St & 3 Ave,40.76095756,-73.96724467,23944,Subscriber,1982,1
448,8/29/2016 08:10:03,8/29/2016 08:17:31,457,Broadway & W 58 St,40.76695317,-73.98169333,484,W 44 St & 5 Ave,40.75500254,-73.98014437,16699,Subscriber,1993,2
710,8/29/2016 08:12:54,8/29/2016 08:24:44,457,Broadway & W 58 St,40.76695317,-73.98169333,362,Broadway & W 37 St,40.75172632,-73.98753523,19173,Subscriber,1976,1
231,8/29/2016 08:19:43,8/29/2016 08:23:35,457,Broadway & W 58 St,40.76695317,-73.98169333,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,26482,Subscriber,1985,1
361,8/29/2016 08:21:55,8/29/2016 08:27:57,457,Broadway & W 58 St,40.76695317,-73.98169333,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,22812,Subscriber,1991,2
349,8/29/2016 08:26:37,8/29/2016 08:32:26,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,18236,Subscriber,1992,1
610,8/29/2016 08:31:27,8/29/2016 08:41:38,457,Broadway & W 58 St,40.76695317,-73.98169333,385,E 55 St & 2 Ave,40.75797322,-73.96603308,14887,Subscriber,1954,1
757,8/29/2016 08:33:20,8/29/2016 08:45:57,457,Broadway & W 58 St,40.76695317,-73.98169333,3141,1 Ave & E 68 St,40.76500525,-73.95818491,22922,Subscriber,1992,2
571,8/29/2016 08:34:51,8/29/2016 08:44:22,457,Broadway & W 58 St,40.76695317,-73.98169333,533,Broadway & W 39 St,40.75299641,-73.98721619,20139,Subscriber,1957,2
867,8/29/2016 08:34:56,8/29/2016 08:49:23,457,Broadway & W 58 St,40.76695317,-73.98169333,402,Broadway & E 22 St,40.7403432,-73.98955109,15238,Subscriber,1981,1
694,8/29/2016 08:35:25,8/29/2016 08:46:59,457,Broadway & W 58 St,40.76695317,-73.98169333,484,W 44 St & 5 Ave,40.75500254,-73.98014437,20371,Subscriber,1980,2
347,8/29/2016 08:35:33,8/29/2016 08:41:21,457,Broadway & W 58 St,40.76695317,-73.98169333,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,25500,Subscriber,1983,1
257,8/29/2016 08:36:49,8/29/2016 08:41:06,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,14858,Subscriber,1972,1
824,8/29/2016 08:41:43,8/29/2016 08:55:28,457,Broadway & W 58 St,40.76695317,-73.98169333,3223,E 55 St & 3 Ave,40.7589965596051,-73.9686539769173,19586,Subscriber,1984,1
515,8/29/2016 08:42:10,8/29/2016 08:50:45,457,Broadway & W 58 St,40.76695317,-73.98169333,3233,E 48 St & 5 Ave,40.7572456791173,-73.978059142828,15965,Subscriber,1981,1
580,8/29/2016 08:44:29,8/29/2016 08:54:10,457,Broadway & W 58 St,40.76695317,-73.98169333,3233,E 48 St & 5 Ave,40.7572456791173,-73.978059142828,26363,Subscriber,1983,2
903,8/29/2016 08:45:23,8/29/2016 09:00:27,457,Broadway & W 58 St,40.76695317,-73.98169333,444,Broadway & W 24 St,40.7423543,-73.98915076,17665,Subscriber,1991,1
395,8/29/2016 08:46:03,8/29/2016 08:52:39,457,Broadway & W 58 St,40.76695317,-73.98169333,520,W 52 St & 5 Ave,40.75992262,-73.97648516,14944,Subscriber,1988,1
1030,8/29/2016 08:48:13,8/29/2016 09:05:24,457,Broadway & W 58 St,40.76695317,-73.98169333,453,W 22 St & 8 Ave,40.74475148,-73.99915362,22800,Subscriber,1975,2
425,8/29/2016 08:49:18,8/29/2016 08:56:23,457,Broadway & W 58 St,40.76695317,-73.98169333,493,W 45 St & 6 Ave,40.7568001,-73.98291153,20058,Subscriber,,0
347,8/29/2016 08:50:44,8/29/2016 08:56:32,457,Broadway & W 58 St,40.76695317,-73.98169333,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,19380,Subscriber,1982,1
935,8/29/2016 08:55:02,8/29/2016 09:10:38,457,Broadway & W 58 St,40.76695317,-73.98169333,402,Broadway & E 22 St,40.7403432,-73.98955109,21128,Subscriber,1986,1
791,8/29/2016 08:57:20,8/29/2016 09:10:32,457,Broadway & W 58 St,40.76695317,-73.98169333,509,9 Ave & W 22 St,40.7454973,-74.00197139,16290,Subscriber,1970,1
236,8/29/2016 08:57:25,8/29/2016 09:01:21,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,21760,Subscriber,1966,2
125,8/29/2016 09:01:43,8/29/2016 09:03:49,457,Broadway & W 58 St,40.76695317,-73.98169333,500,Broadway & W 51 St,40.76228826,-73.98336183,22725,Subscriber,1978,1
566,8/29/2016 09:02:40,8/29/2016 09:12:06,457,Broadway & W 58 St,40.76695317,-73.98169333,484,W 44 St & 5 Ave,40.75500254,-73.98014437,16112,Subscriber,1974,1
294,8/29/2016 09:03:27,8/29/2016 09:08:21,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,21974,Subscriber,1991,1
466,8/29/2016 09:05:06,8/29/2016 09:12:53,457,Broadway & W 58 St,40.76695317,-73.98169333,3264,E 61 St & Park Ave,40.7642100716906,-73.9691045880318,16802,Subscriber,1982,1
1013,8/29/2016 09:05:44,8/29/2016 09:22:38,457,Broadway & W 58 St,40.76695317,-73.98169333,486,Broadway & W 29 St,40.7462009,-73.98855723,16958,Subscriber,1973,1
217,8/29/2016 09:09:59,8/29/2016 09:13:36,457,Broadway & W 58 St,40.76695317,-73.98169333,173,Broadway & W 49 St,40.7606832709659,-73.9845272898674,14558,Subscriber,1982,1
545,8/29/2016 09:14:18,8/29/2016 09:23:24,457,Broadway & W 58 St,40.76695317,-73.98169333,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,23329,Subscriber,1979,1
484,8/29/2016 09:17:12,8/29/2016 09:25:16,457,Broadway & W 58 St,40.76695317,-73.98169333,465,Broadway & W 41 St,40.75513557,-73.98658032,22465,Subscriber,1979,1
403,8/29/2016 09:19:33,8/29/2016 09:26:16,457,Broadway & W 58 St,40.76695317,-73.98169333,520,W 52 St & 5 Ave,40.75992262,-73.97648516,20280,Subscriber,1980,1
514,8/29/2016 09:29:36,8/29/2016 09:38:10,457,Broadway & W 58 St,40.76695317,-73.98169333,465,Broadway & W 41 St,40.75513557,-73.98658032,26663,Subscriber,1980,1
476,8/29/2016 09:44:28,8/29/2016 09:52:24,457,Broadway & W 58 St,40.76695317,-73.98169333,137,E 56 St & Madison Ave,40.761628,-73.972924,15939,Subscriber,1989,1
315,8/29/2016 10:20:07,8/29/2016 10:25:23,457,Broadway & W 58 St,40.76695317,-73.98169333,520,W 52 St & 5 Ave,40.75992262,-73.97648516,23963,Subscriber,1972,1
965,8/29/2016 10:28:40,8/29/2016 10:44:46,457,Broadway & W 58 St,40.76695317,-73.98169333,540,Lexington Ave & E 29 St,40.7431155537649,-73.9821535348892,15122,Subscriber,1971,1
2057,8/29/2016 10:30:03,8/29/2016 11:04:20,457,Broadway & W 58 St,40.76695317,-73.98169333,457,Broadway & W 58 St,40.76695317,-73.98169333,20591,Subscriber,1981,1
1069,8/29/2016 10:35:06,8/29/2016 10:52:56,457,Broadway & W 58 St,40.76695317,-73.98169333,442,W 27 St & 7 Ave,40.746647,-73.993915,19047,Subscriber,1991,2
542,8/29/2016 10:38:38,8/29/2016 10:47:41,457,Broadway & W 58 St,40.76695317,-73.98169333,137,E 56 St & Madison Ave,40.761628,-73.972924,20071,Subscriber,1979,1
335,8/29/2016 10:48:51,8/29/2016 10:54:26,457,Broadway & W 58 St,40.76695317,-73.98169333,480,W 53 St & 10 Ave,40.76669671,-73.99061728,22506,Subscriber,1973,1
764,8/29/2016 10:55:59,8/29/2016 11:08:44,457,Broadway & W 58 St,40.76695317,-73.98169333,385,E 55 St & 2 Ave,40.75797322,-73.96603308,21255,Subscriber,1945,1
578,8/29/2016 11:52:21,8/29/2016 12:01:59,457,Broadway & W 58 St,40.76695317,-73.98169333,515,W 43 St & 10 Ave,40.76009437,-73.99461843,24864,Subscriber,1995,1
361,8/29/2016 12:05:22,8/29/2016 12:11:23,457,Broadway & W 58 St,40.76695317,-73.98169333,465,Broadway & W 41 St,40.75513557,-73.98658032,20512,Subscriber,1967,1
1240,8/29/2016 12:29:12,8/29/2016 12:49:53,457,Broadway & W 58 St,40.76695317,-73.98169333,3294,E 91 St & Park Ave,40.7835016,-73.955327,20591,Subscriber,1984,2
406,8/29/2016 12:33:56,8/29/2016 12:40:42,457,Broadway & W 58 St,40.76695317,-73.98169333,3233,E 48 St & 5 Ave,40.7572456791173,-73.978059142828,23471,Subscriber,1982,1
294,8/29/2016 12:56:11,8/29/2016 13:01:06,457,Broadway & W 58 St,40.76695317,-73.98169333,3158,W 63 St & Broadway,40.77163851,-73.98261428,17055,Subscriber,1972,1
603,8/29/2016 12:58:08,8/29/2016 13:08:12,457,Broadway & W 58 St,40.76695317,-73.98169333,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,16820,Subscriber,1959,1
454,8/29/2016 13:03:04,8/29/2016 13:10:39,457,Broadway & W 58 St,40.76695317,-73.98169333,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19806,Subscriber,1978,1
1011,8/29/2016 13:12:56,8/29/2016 13:29:47,457,Broadway & W 58 St,40.76695317,-73.98169333,526,E 33 St & 5 Ave,40.74765947,-73.98490707,26482,Subscriber,1984,1
300,8/29/2016 13:13:04,8/29/2016 13:18:05,457,Broadway & W 58 St,40.76695317,-73.98169333,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,23899,Subscriber,1985,1
199,8/29/2016 13:20:58,8/29/2016 13:24:17,457,Broadway & W 58 St,40.76695317,-73.98169333,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,20640,Subscriber,1969,1
883,8/29/2016 13:40:00,8/29/2016 13:54:43,457,Broadway & W 58 St,40.76695317,-73.98169333,3314,W 95 St & Broadway,40.7937704,-73.971888,24296,Subscriber,1948,1
951,8/29/2016 13:57:32,8/29/2016 14:13:24,457,Broadway & W 58 St,40.76695317,-73.98169333,3140,1 Ave & E 78 St,40.77140426,-73.9535166,19725,Subscriber,1974,2
306,8/29/2016 13:57:51,8/29/2016 14:02:57,457,Broadway & W 58 St,40.76695317,-73.98169333,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,16365,Subscriber,1990,2
900,8/29/2016 13:58:31,8/29/2016 14:13:32,457,Broadway & W 58 St,40.76695317,-73.98169333,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,24900,Subscriber,1982,1
1062,8/29/2016 14:06:15,8/29/2016 14:23:58,457,Broadway & W 58 St,40.76695317,-73.98169333,3143,5 Ave & E 78 St,40.7768286343997,-73.9638876914978,25244,Subscriber,1977,1
823,8/29/2016 14:08:33,8/29/2016 14:22:17,457,Broadway & W 58 St,40.76695317,-73.98169333,3295,Central Park W & W 96 St,40.79127,-73.964839,18808,Subscriber,1957,1
108,8/29/2016 14:10:46,8/29/2016 14:12:34,457,Broadway & W 58 St,40.76695317,-73.98169333,469,Broadway & W 53 St,40.76344058,-73.98268129,25069,Subscriber,1982,1
264,8/29/2016 14:14:38,8/29/2016 14:19:02,457,Broadway & W 58 St,40.76695317,-73.98169333,499,Broadway & W 60 St,40.76915505,-73.98191841,17652,Subscriber,1969,2
714,8/29/2016 14:20:09,8/29/2016 14:32:03,457,Broadway & W 58 St,40.76695317,-73.98169333,516,E 47 St & 1 Ave,40.75206862,-73.96784384,16393,Subscriber,1955,1
467,8/29/2016 14:30:35,8/29/2016 14:38:22,457,Broadway & W 58 St,40.76695317,-73.98169333,533,Broadway & W 39 St,40.75299641,-73.98721619,22159,Subscriber,1958,1
1137,8/29/2016 14:35:36,8/29/2016 14:54:33,457,Broadway & W 58 St,40.76695317,-73.98169333,402,Broadway & E 22 St,40.7403432,-73.98955109,23800,Subscriber,1966,1
693,8/29/2016 14:38:02,8/29/2016 14:49:35,457,Broadway & W 58 St,40.76695317,-73.98169333,485,W 37 St & 5 Ave,40.75038009,-73.98338988,24192,Subscriber,1970,1
817,8/29/2016 14:51:22,8/29/2016 15:05:00,457,Broadway & W 58 St,40.76695317,-73.98169333,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,19548,Subscriber,1965,2
517,8/29/2016 14:54:48,8/29/2016 15:03:25,457,Broadway & W 58 St,40.76695317,-73.98169333,305,E 58 St & 3 Ave,40.76095756,-73.96724467,21077,Subscriber,1958,1
242,8/29/2016 15:33:18,8/29/2016 15:37:20,457,Broadway & W 58 St,40.76695317,-73.98169333,469,Broadway & W 53 St,40.76344058,-73.98268129,18038,Subscriber,1987,2
569,8/29/2016 15:47:35,8/29/2016 15:57:04,457,Broadway & W 58 St,40.76695317,-73.98169333,479,9 Ave & W 45 St,40.76019252,-73.9912551,25945,Subscriber,1972,1
2245,8/29/2016 16:25:46,8/29/2016 17:03:12,457,Broadway & W 58 St,40.76695317,-73.98169333,368,Carmine St & 6 Ave,40.73038599,-74.00214988,22631,Subscriber,1983,2
740,9/30/2016 23:45:05,9/30/2016 23:57:25,127,Barrow St & Hudson St,40.73172428,-74.00674436,237,E 11 St & 2 Ave,40.73047309,-73.98672378,15525,Subscriber,1997,1
1230,9/30/2016 23:45:09,10/1/2016 00:05:40,3002,South End Ave & Liberty St,40.711512,-74.015756,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,22843,Subscriber,1986,1
916,9/30/2016 23:45:21,10/1/2016 00:00:37,3303,Butler St & Court St,40.6849894,-73.99440329,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,15836,Subscriber,1984,1
1130,9/30/2016 23:45:23,10/1/2016 00:04:14,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,174,E 25 St & 1 Ave,40.7381765,-73.97738662,22249,Subscriber,1990,1
1646,9/30/2016 23:45:28,10/1/2016 00:12:55,473,Rivington St & Chrystie St,40.72110063,-73.9919254,195,Liberty St & Broadway,40.70905623,-74.01043382,23403,Subscriber,1986,2
1404,9/30/2016 23:45:40,10/1/2016 00:09:05,3260,Mercer St & Bleecker St,40.7270636334831,-73.9966213703155,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18345,Subscriber,1987,1
1713,9/30/2016 23:45:45,10/1/2016 00:14:18,3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,3414,Bergen St & Flatbush Ave,40.6809447234773,-73.9756733179092,21956,Subscriber,1985,1
362,9/30/2016 23:45:49,9/30/2016 23:51:51,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,24094,Subscriber,1985,1
512,9/30/2016 23:45:52,9/30/2016 23:54:24,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,389,Broadway & Berry St,40.71044554,-73.96525063,23171,Subscriber,1979,1
